projectid,project_name,project_description,entity_name,entity_current_nt_allocation,latitude,longitude,bay_segment,project_type,project_status,initiation_year,estimated_completion_year,discontinued_year,completion_year,project_costs,nps_load_reduction,ps_load_reduction,total_load_reduction
1252,Joe's Creek Greenway Park,"Continued phased development of park facility on both sides of Joe's Creek including bank stabilization, installation of 2nd pedestrian bridge to complete circular walking path, and provide pedestrian access to lands on the north side of the creek.",Pinellas County,,27.81521,-82.69279,Boca Ciega Bay,Hybrid,Planned,2012.0,2013.0,0.0,0.0,,,,0.0
1253,Ft. DeSoto Water Circulation Infrastructure,NULL,Pinellas County,,27.620577,-82.720699,Boca Ciega Bay,Hybrid,Unknown,0.0,0.0,0.0,0.0,,,,0.0
1254,Howard Park Sewer Connection,NULL,Pinellas County,,28.15359,-82.787733,Not Listed,Hybrid,Unknown,0.0,0.0,0.0,0.0,,,,0.0
1255,Bayshore Blvd Reclaimed Water Expansion,"Expansion of reclaim water system along Bayshore Boulevard Linear Park.  3,960 LF of reclaim water mains.  Anticipated irrigation demand of 47,00 gpd.",City of Tampa,,27.919428,-82.491277,Hillsborough Bay,Hybrid,Planned,2012.0,2013.0,0.0,0.0,"$550,000.00",,,0.0
1256,Perico Preserve,Land acquisition and preservation - 176 acres.,Manatee County,   3M-5M,27.501254722,-82.679308333,Lower Tampa Bay,Hybrid,Completed,0.0,0.0,0.0,2007.0,,,,0.0
1257,Sherwood Yard Street Sweeping Facility,"Construct a to process and manage the liquid 
and solid waste collected during street 
sweeping activities, sediment sump, ditch and 
catch basin cleaning.",City of Clearwater,   1M-3M,27.980714,-82.756606,Old Tampa Bay,Hybrid,Planned,2010.0,0.0,0.0,0.0,,,,0.0
1258,29th S/N Nutrient Seperating Baffle Box,NULL,City of St. Petersburg,,27.782974,-82.671154,Middle Tampa Bay,Hybrid,Completed,0.0,0.0,0.0,2010.0,,105.825,,105.825
1259,27th A/N Nutrient Removal Baffle Box,"Designed to treat first 1/2"" of runoff. Flows greater 
than the 1/2 "" bypass the baffle box.",City of St. Petersburg,,27.795996,-82.753787,Boca Ciega Bay,Hybrid,Completed,0.0,0.0,0.0,2011.0,,62.985,,62.985
1260,Duette Preserve Wetlands Restoration,"1400 acres of existing preserve to be 
converted to wetlands & wetland habitat for 
surface water treatment ",Manatee County, 100-250 K,27.592380555,-82.101111666,Manatee River,Hybrid,Completed,2012.0,2015.0,0.0,2015.0,,,,0.0
1261,Bennett Park,"Exotics removal and native plant restoration 
on a 153 acre parcel acquired by the county 
and converted into a playground/park. ",Manatee County, 250-500 K,27.501210555,-82.487294722,Manatee River,Hybrid,Completed,0.0,0.0,0.0,2012.0,"$285,310.00",,,0.0
1262,Manatee County SWWRF Upgrade,"Upgrades to countys Southwest Water Reclamation Facility (SWWRF) to improve nitrogen removal efficiencies (projected 55% N reduction, but tbd).  Will affect all reclaimed water coming from the SWWRF distributed via MARS system.",Manatee County,,27.45234528,-82.631321666,Manatee River,Hybrid,Completed,2012.0,2017.0,0.0,2017.0,,,,0.0
1263,5th A/S Nutrient Removal Baffle Box,"Designed to treat first 1/2"" of runoff from 
watershed. Flows in excess of the 1/2"" of runoff 
bypass baffle box. ",City of St. Petersburg,   1M-3M,27.766077,-82.661849,Middle Tampa Bay,Hybrid,Planned,2008.0,2008.0,0.0,2008.0,,15.085,,15.085
1264,Lake Manatee Watershed Study,"Watershed study for future use planning.  
Includes elevation data collection and 
modelling surface water flow.",Manatee County,,27.481568,-82.322385,Manatee River,Hybrid,Planned,0.0,0.0,0.0,0.0,,,,0.0
1265,Lealman Area Drainage Improvements,"Pond construction for drainage improvements that 
will addresss existing house flooding.",Pinellas County,500K-1M,27.8247,-82.72124,Boca Ciega Bay,Hybrid,Completed,2012.0,2016.0,0.0,2016.0,,1136.67,,1136.67
1266,Bear Creek Channel Improvements Phase II,"Phase II improvements include replacement of 
bridge at La Plaza Avenue, widening and realigning of 
creek, and stabilization of side slopes. Phase III 
includes downstream sediment dredging in lagoon 
area.",Pinellas County,   1M-3M,27.7626,-82.72883,Boca Ciega Bay,Hybrid,Completed,2011.0,2012.0,0.0,2012.0,,,,0.0
1267,Bear Creek Channel Improvements Phase III,"Dredging of outfall for Bear Creek. South of LaPlaza 
Ave and north of Gulfport Blvd.",Pinellas County,500K-1M,27.75924,-82.7299,Boca Ciega Bay,Hybrid,Completed,2012.0,2012.0,0.0,2012.0,,,,0.0
1268,Allen's Creek Erosion Control,"Design and construction of channel erosion 
improvements to Allen's Creek from Magnolia Drive 
to Beverly Circle. Joint project with the City of 
Clearwater.",Pinellas County,,27.95379,-82.75844,Old Tampa Bay,Hybrid,Completed,2010.0,2010.0,0.0,2010.0,,,,0.0
1269,Lake Seminole Sediment Removal,"Dredging of sediment from Lake Seminole to 
improve lake water quality.  ONE TIME load removal estimate.",Pinellas County,,27.85015,-82.78048,Boca Ciega Bay,Hybrid,Planned,2017.0,2021.0,0.0,0.0,,,,0.0
1271,Silver Lake Sediment Inactivation,"Conduct a feasibility evaluation of sediment phosphorus inactivation in Silver Lake and 
implementation of the recommended chemical application.  Four separate applications of alum 
were conducted to Silver Lake at approximately 2-month intervals from D",Pinellas County & FDOT,,27.81224,-82.66915,Boca Ciega Bay,Hybrid,Completed,2012.0,2014.0,0.0,2014.0,"$100,000.00",,,0.0
1272,City of Seminole Park Development,"Demo of 6.5 acres of commerical development for 
restoration and park development",Pinellas County,,27.9381,-82.7824,Boca Ciega Bay,Hybrid,Not Initiated,0.0,0.0,0.0,0.0,,,,0.0
1273,Alligator Creek Channel B Phase III,"Third phase of construction of channel 
improvements along Alligator Creek Channel B, 
between Evans Drive and El Trinidad Drive.",Pinellas County,   3M-5M,27.986,-82.7241,Old Tampa Bay,Hybrid,Completed,0.0,2010.0,0.0,2010.0,"$3,824,600.00",,,0.0
1274,Alligator Creek Channel B Phase II,"Second phase of construction of channel 
improvements required to correct erosion problems 
in accordance with the preliminary engineering 
report. Limits include 800 feet N of SR 590, and 
from US 19 East to Evans Drive.",Pinellas County,500K-1M,27.986,-82.7274,Old Tampa Bay,Hybrid,Completed,0.0,2008.0,0.0,2008.0,"$500,000.00",,,0.0
1275,City of Plant City Environmental Education Program,"Plant City offers a variety of education classes on topics such as worm composting, Integrated Pest Management, landscape management ,etc.  These classes include topics regarding fertilizer use and prevention of discharges to stormwater and surface waters.

This program is implemented in all WBIDs within City limits.",City of Plant City,,28.01759,-82.116966,Hillsborough Bay,Hybrid,Ongoing,0.0,0.0,0.0,0.0,,616.06,,616.06
1279,City-Wide Reclaimed Water Service,"Using reclaimed water removes nitrogen from 
the plant's discharge.",City of Clearwater,,27.964688,-82.744732,Old Tampa Bay,Hybrid,Completed,0.0,2011.0,0.0,2011.0,,,,0.0
1281,Robinson Preserve Expansion,"Additional land acquisition for preservation - 
200 acres (from projected golf course to 
preserve)",Manatee County,,27.517863,-82.669042,Manatee River,Hybrid,Planned,2012.0,0.0,0.0,0.0,,46.12,,46.12
1282,Acceptance of City of Plant City Reclaimed Water at CF Industries-Plant City Facility,"Acceptance of reclaimed water from the CoPC WWTP into CF 
fertilizer processing operation.",Mosaic,,28.163949,-82.147351,Hillsborough Bay,Hybrid,Completed,2008.0,2008.0,0.0,2008.0,,,5.02,5.02
1283,Bartow Operations Effluent Treatment Wetland System,NULL,Mosaic,,27.768537,-81.943245,Hillsborough Bay,Hybrid,Completed,0.0,0.0,0.0,2011.0,,880.0,,880.0
1284,Plant City Stormwater Inlet Marking Program,"Plant City marks all inlets managed by the city with standard plaques indicating a pollution prevention message.  Markers 
are replaced as they become worn.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Hybrid,Ongoing,2007.0,0.0,0.0,0.0,,,,0.0
1285,Plant City Lift Station Auxiliary Power Program,"Plant City has 42 lift stations. 17 of these are equipped with permanent generators. 8 portable generators are 
maintained for use as needed.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Hybrid,Ongoing,2007.0,0.0,0.0,0.0,,,,0.0
1286,Plant City Lift Station Maintenance,Plant City has 42 lift stations.  These are maintained on a routine basis.,City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Hybrid,Ongoing,2007.0,0.0,0.0,0.0,,,,0.0
1287,Plant City Lift Station Security Program,Plant city has 43 stations.  All are secured.,City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Hybrid,Ongoing,2007.0,0.0,0.0,0.0,,,,0.0
1288,Plant City Grease Management Program,"Plant City has an active grease management program.  Grease producing facilities are inventoried, monitored, and 
inspected as needed.

This project is implemented in all WBIDs within the City limits.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Hybrid,Ongoing,2007.0,0.0,0.0,0.0,,,,0.0
1289,Plant City Inflow and Infiltration (I&I) Program,"In order to address the issue of infiltration/inflow (I/I) the City of Plant City has done various studies to determine the location of problem areas. These studies involved system inventory, manhole inspection, flow isolations, television inspection, and smoke testing throughout the wastewater collection system. With this data the Utilities Maintenance Division has established a program to systematically eliminate I/I concerns. The Infiltration/Inflow Reduction Program (IIRP) is composed of three parts: (1) Sewer Line Cleaning and Preparation for Inspection, (2) Sewer Line Television Inspection, (3) Sewer Line Repair.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Hybrid,Ongoing,2007.0,0.0,0.0,0.0,,,,0.0
1290,Lake Thonotosassa Diagnostic Assessment and Water Quality Treatment Project,Project to investigate reuse of reclaimed water.,City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Hybrid,Completed,2007.0,0.0,0.0,2012.0,,,,0.0
1291,Plant City Spill Prevention/Response Program,"Plant City maintains a Spill Response Room. This room is a dedicated location to house spill response supplies for City Departments to utilize when responding to spill incidents. An inventory of spill response supplies is tracked and maintained by the Water Resource Management Division. This area also serves as a temporary storage/pick up site for non-hazardous wastes generated from containment and clean-up activities. The Water Resource Management Division provides education in Spill Prevention/Spill Response to municipal employees, Police Department rotation schedule towing companies, industrial facility representatives, and the general public. In a spill response situation, City inspectors make every effort to assist responsible parties in complying with all applicable rules and regulations. If inadequate action is taken by the responsible party the matter may be referred to the City Building Department, Code Enforcement Division for further action.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Hybrid,Ongoing,2007.0,0.0,0.0,0.0,,,,0.0
1292,Plant City Sewer Line Maintenance Program,"Plant City operates a program to inspect, repair or replace aging sewer lines.  Since this effort began the number of line breaks and overflows has decreased extensively.  This program covers not only WBID 1542A, but extends to all WBIDS within the City.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Hybrid,Ongoing,2007.0,0.0,0.0,0.0,,,,0.0
1293,City of Tampa Interactive Watershed Atlas,NULL,City of Tampa,,27.977424,-82.451019,Hillsborough Bay,Hybrid,Completed,0.0,0.0,0.0,2007.0,,,,0.0
1294,River Tower Park Shoreline Restoration and Stormwater Improvements,NULL,City of Tampa,,28.021536,-82.457486,Hillsborough Bay,Hybrid,Completed,2009.0,2020.0,0.0,2020.0,,,,0.0
1295,North Boulevard Siphon Rehabilitation Project,NULL,City of Tampa, 250-500 K,27.950208,-82.4684,Hillsborough Bay,Hybrid,Completed,2008.0,2009.0,0.0,2009.0,,,,0.0
1296,12th Street Forcemain Replacement,NULL,City of Tampa,   >10M,28.018916,-82.447264,Hillsborough Bay,Hybrid,Completed,2008.0,2009.0,0.0,2009.0,,,,0.0
1297,City of Tampa Riverwalk Project,NULL,City of Tampa,,27.947441,-82.461491,Hillsborough Bay,Hybrid,Planned,2007.0,0.0,0.0,0.0,,,,0.0
1298,W.E. Dunn BNR Optimization,"Beginning in 2009, the Dunn Facility has been 
focused on BNR (biological nutrient removal) 
optimization, even though not required by 
Permit. These efforts for targeted TN & TP AWT 
performance limits have been charted 
(attachment). Our experience",Pinellas County,,28.109681,-82.766705,Old Tampa Bay,Hybrid,Completed,2009.0,2009.0,0.0,2009.0,,,,0.0
1299,South Cross Bayou Phosphorous Reduction Plan,"During the reporting period of 200912010, Phosphorous loading within the treatment facilities final effluent discharge to surface waters (EFD-01) was experiencing intermittent exceedance of the facility permit requirements of (1 mg/L). In September of 201",Pinellas County,,27.825026,-82.741685,Boca Ciega Bay,Hybrid,Completed,2010.0,2010.0,0.0,2010.0,,,,0.0
1300,New River and Hillsborough River Watershed Management Plans in Pasco County,NULL,Pasco County,,28.2157771325,-82.2676849365,Hillsborough Bay,Hybrid,Planned,2007.0,0.0,0.0,0.0,,,,0.0
1301,Drainage Maintenance on Blackwater Creek,NULL,Polk County,,28.092881,-82.044268,Hillsborough Bay,Hybrid,Planned,2007.0,0.0,0.0,0.0,,,,0.0
1302,Illicit Discharge Complaint Investigation,NULL,Polk County,,27.955591,-82.001953,Hillsborough Bay,Hybrid,Planned,2007.0,0.0,0.0,0.0,,,,0.0
1303,Routine Maintenance Erosion Control,NULL,Polk County,,27.934967,-81.999207,Hillsborough Bay,Hybrid,Planned,2007.0,0.0,0.0,0.0,,,,0.0
1304,Annual Street Sweeping Maintenance BMP,"The City of Tampa operates a fleet of mechanical and vacuum street sweepers.  On average, approximately 6500 tons of material is collected annually.  Using the FSA BMP load reduction tool, the City has calculated a removal of 2.95 tons of TN and 1.9 tons ",City of Tampa, 100-250 K,27.977424,-82.507324,Old Tampa Bay,Hybrid,Completed,2000.0,2021.0,0.0,2012.0,,,,0.0
1305,Street Sweeping - Middle Tampa Bay,Street sweeping throughout city,City of St. Petersburg,,27.768925,-82.642078,Middle Tampa Bay,Hybrid,Completed,1996.0,2007.0,0.0,2007.0,,500.0,,500.0
1306,Bicycle Paths,NULL,City of St. Petersburg,,27.769684,-82.63401,Middle Tampa Bay,Hybrid,Ongoing,2007.0,0.0,0.0,0.0,,,,0.0
1307,Street Sweeping - Boca Ciega Bay,NULL,City of St. Petersburg,,27.756165,-82.698383,Boca Ciega Bay,Hybrid,Completed,1996.0,2021.0,0.0,2012.0,,345.0,,345.0
1309,Street Sweeping - Old Tampa Bay,NULL,City of St. Petersburg,,27.874894,-82.643108,Old Tampa Bay,Hybrid,Completed,1996.0,2021.0,0.0,2012.0,,136.0,,136.0
1311,Pinellas County Fertilizer Ordinance,NULL,Pinellas County,,27.880356,-82.729797,Old Tampa Bay,Hybrid,Completed,0.0,2010.0,0.0,2010.0,,,,0.0
1312,Manatee County Fertilizer Ordinance,NULL,Manatee County,,27.542371,-82.367249,Lower Tampa Bay,Hybrid,Completed,0.0,2011.0,0.0,2011.0,,,,0.0
1313,Street Sweeping - Hillsborough County Total,"Continuous countywide street sweeping program. All County roads swept once annually. Arterials and
collectors swept five times annually. Schedule subject to change.",Hillsborough County, 250-500 K,28.047743,-82.580109,Old Tampa Bay,Hybrid,Ongoing,2011.0,2012.0,0.0,2012.0,,1958.0,,1958.0
1314,Street Sweeping - City of Plant City,"Key:
1. Street Sweepings Weight data was acquired from the City of Plant City Stormwater Division Monthly Maintenance Reports for the reporting periods indicated. These figures are also reported in each of the NPDES MS4 Annual Reports filed with the FDEP",City of Plant City,,28.01956,-82.115936,Hillsborough Bay,Hybrid,Ongoing,2007.0,0.0,0.0,0.0,,538.559,,538.559
1318,FDEP BMAP Example,,FDEP,,,,,Other,Unknown,,,,,,,,0.0
1319,bmap test,,FDEP,,,,,Other,Unknown,,,,,,,,0.0
1323,East Bradenton Wetland Park,NULL,Manatee County,,27.4829485,-82.5300753,,Hybrid,Planned,0.0,0.0,0.0,0.0,,109.2,,109.2
1323,East Bradenton Wetland Park,NULL,Manatee County,,27.4829485,-82.5300753,,Hybrid,Planned,0.0,0.0,0.0,0.0,,350.4,,350.4
1323,East Bradenton Wetland Park,NULL,Manatee County,,27.4829485,-82.5300753,,Hybrid,Planned,0.0,0.0,0.0,0.0,,148.2,,148.2
1324,Braden River Park ,NULL,Manatee County,,0.0,0.0,,Hybrid,Unknown,0.0,0.0,0.0,0.0,,5.49,,5.49
1325,Manatee-Hillsborough Conservation Land Corridor Connection,NULL,Manatee County,,0.0,0.0,,Hybrid,Not Initiated,0.0,0.0,0.0,0.0,,0.0,,0.0
1326,SWIM Phase 3 Ecosystem Restoration,NULL,MacDill Air Force Base,   1M-3M,27.833169,-82.483371,Middle Tampa Bay,Hybrid,Completed,0.0,0.0,0.0,2013.0,,27.338,,27.338
1327,Itchepackesassa Creek Wetland Treatment Project,"Construction of a 70+ acre wetland facility to  treat water from 
Itchpackesassa Creek to improve water quality downstream.",Polk County,   3M-5M,28.107196,-82.094937,Hillsborough Bay,Hybrid,Completed,2009.0,2013.0,0.0,2013.0,,6600.0,,6600.0
1343,Lealman Pond,NULL,Pinellas County,,27.825,-82.719,Boca Ciega Bay,Hybrid,Unknown,0.0,0.0,0.0,0.0,,721.0,,721.0
1345,Cross Bayou Improvements,"Improve conveyance through Cross Bayou Canal and reduce duration of flooding inluding 
sediment and exotic vegetation removal.
This project includes clearing and dredging of Cross Bayou channel system and provide erosion control and bank stabilization, with 20 ft maintenance paths on both sides of the channel. Future water quality and flood protection projects are proposed along Cross Bayou system. 
",Pinellas County,  5M-10M,27.888,-82.712,Old Tampa Bay,Hybrid,Planned,2016.0,2020.0,0.0,2020.0,,,,0.0
1346,Sun Sierra MHP Drainage Improvements,"Reduce flooding at the Sun Sierra MHP through conveyance improvements and construction of a 
wet detention pond.",Pinellas County,   1M-3M,27.885,-82.724,Old Tampa Bay,Hybrid,Discontinued,2015.0,2018.0,2016.0,0.0,,,,0.0
1347,N Rena Dr. Improvements,Alternatives to alleviate flooding and improve water quality in the Rena Drive area.,Pinellas County,   1M-3M,27.985,-82.731,Boca Ciega Bay,Hybrid,Discontinued,2015.0,2017.0,2016.0,0.0,,,,0.0
1350,Deep Well Injection at NWRF ,Construct a Class 1 Deep Injection Well and Class V recharge well for the NWRF.  Wells will improve and increase wet weather storage of treated wastewate that would otherwise be distributed for land application via the MARS line.,Manatee County,  5M-10M,0.0,0.0,Manatee River,Hybrid,Planned,2010.0,2021.0,0.0,2021.0,,,,0.0
1351,Deep Well Injection at SWWRF,"Construction of a Class V injection well approximately to 1,200 feet at the SWWRF to add additional wet weather disposal.",Manatee County,  5M-10M,0.0,0.0,Manatee River,Hybrid,Completed,2015.0,2017.0,0.0,2017.0,,,,0.0
1352,Testing,,Manatee County,,,,,Other,Unknown,,,,,,,,0.0
1353,MARS Reclaimed Network Upgrades,"Installation of meters between service areas, and control valves for remote operation and redirection 
of reclaimed water flow.  Installation of telemetry at the water reclamation facilities, and the MARS 
pump stations.  Upgrades will improve the distribution of reclaimed wastewater throughout county.",Manatee County,   3M-5M,0.0,0.0,Lower Tampa Bay,Hybrid,Completed,2014.0,2020.0,0.0,2020.0,,0.0,,0.0
1354,Manatee County SEWRF Upgrades,"Construction of one (1) 10 million gallon reclaimed water storage tank at the Manatee County SEWRF.
 Upgrades to pump stations and connection to the MARS transmission line.  Upgrades expected to
improve distribution and efficient use of reclaimed water",Manatee County,  5M-10M,0.0,0.0,Manatee River,Hybrid,Completed,2013.0,2016.0,0.0,2016.0,,,,0.0
1357,Stormwater Education and Outreach,NULL,City of Largo,,0.0,0.0,Old Tampa Bay,Hybrid,Ongoing,0.0,0.0,0.0,0.0,,,,0.0
1358,BMP Street Sweeping,"Annual Street Sweeping contract. All city curbed streets are swept once a month and twice a month in February, March and April.   205 pounds of Nitrogen as removed due to Street Sweeping the City.",City of Safety Harbor,,27.990853,-82.693155,Old Tampa Bay,Hybrid,Planned,2013.0,2013.0,0.0,0.0,,,,0.0
1359,BMP Street Sweeping Year 2,NULL,City of Safety Harbor,,0.0,0.0,,Hybrid,Unknown,0.0,0.0,0.0,0.0,,,,0.0
1360,BMP Street Sweeping Year 3,NULL,City of Safety Harbor,,0.0,0.0,,Hybrid,Unknown,0.0,0.0,0.0,0.0,,,,0.0
1362,Eagle Lake Park Water Quality Improvements Project,"Overview
This SMF is located within the Allen’s Creek Watershed, and consists of an 8.1 acre natural pond
(node NH0010) in the Watershed Model. Runoff enters the pond from approximately 84.2 acres of
basin area, which includes residential areas to the ",Pinellas County, 250-500 K,27.938186,-82.766679,Old Tampa Bay,Hybrid,Planned,0.0,0.0,0.0,0.0,,,,0.0
1365,Bridgeway Acres Pond A Dredging,"The Bridgeway Acres Landfill (BWA) generates leachate and stormwater, which are mixed and stored on site in a 65-acre stormwater pond (Pond A).  The NPDES permitted discharge from this pond is intermittent, depending on rainfall. This project entailed the removal of 450,000 cubic yards of 	material to provide additional storage and reduce the number of off-site discharges. 

This project will decrease the frequency and volume of off-site discharges, although there may be some TN reduction due to the removal of accumulated silt material from the pond bottom.  ",Pinellas County,,27.871667,82.696667,Old Tampa Bay,Hybrid,Completed,0.0,0.0,0.0,2012.0,,,1.715,1.715
1366,SHARP,NULL,Hillsborough County,,27.80833333,-82.39083333,Hillsborough Bay,Hybrid,Completed,0.0,0.0,0.0,2016.0,,,5.625,5.625
1368,NHARP,The Northwest Hillsborough Aquifer Recharge Project (NHARP) is an innovative water resource project that utilizes highly treated reclaimed water to recharge an aquifer that has been impacted by salt water intrusion. The Hillsborough County Public Utilitie,Hillsborough County,,28.036389,-82.636389,Old Tampa Bay,Hybrid,Not Initiated,0.0,0.0,0.0,0.0,,,5.625,5.625
1371,Street Sweeping,Street Sweeping reported in NPDES report.,City of Safety Harbor,  25-50 K,27.994866,-82.694652,Old Tampa Bay,Hybrid,Completed,2008.0,2016.0,0.0,2016.0,,180.6,,180.6
1372,Street Sweeping,NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Hybrid,Completed,0.0,0.0,0.0,2012.0,,422.0,,422.0
1374,Street Sweeping,NULL,Pinellas County,,0.0,0.0,Middle Tampa Bay,Hybrid,Completed,0.0,0.0,0.0,2012.0,,27.0,,27.0
1375,Street Sweeping,NULL,Pinellas County,,0.0,0.0,Boca Ciega Bay,Hybrid,Completed,0.0,0.0,0.0,2012.0,,519.0,,519.0
1376,Stormwater Catch Basin Cleanouts,"Annual Catch Basin Cleaning Program 
",Pinellas County,,0.0,0.0,Old Tampa Bay,Hybrid,Completed,0.0,0.0,0.0,2012.0,,1170.0,,1170.0
1377,Stormwater Catch Basin Cleanouts,"Annual Catch Basin Cleaning Program 
",Pinellas County,,0.0,0.0,Middle Tampa Bay,Hybrid,Completed,0.0,0.0,0.0,2012.0,,74.0,,74.0
1378,Stormwater Catch Basin Cleanouts,"Annual Catch Basin Cleaning Program 
",Pinellas County,,0.0,0.0,Boca Ciega Bay,Hybrid,Completed,0.0,0.0,0.0,2012.0,,1439.0,,1439.0
1379,Street Sweeping Improved,"Annual Street Sweeping Program 
",Pinellas County,,0.0,0.0,Old Tampa Bay,Hybrid,Completed,2017.0,2021.0,0.0,2017.0,,886.0,,886.0
1380,Street Sweeping Improved,"Annual Street Sweeping Program 
",Pinellas County,,0.0,0.0,Middle Tampa Bay,Hybrid,Completed,2017.0,2021.0,0.0,2017.0,,56.0,,56.0
1381,Street Sweeping Improved,"Annual Street Sweeping Program 
",Pinellas County,,0.0,0.0,Boca Ciega Bay,Hybrid,Completed,2017.0,2021.0,0.0,2017.0,,1090.0,,1090.0
1382,Lake Seminole Alum Treatment Subbasin 2,One time reduction for dredging of lake sediments.,Pinellas County,,0.0,0.0,Boca Ciega Bay,Hybrid,Completed,2012.0,2017.0,0.0,2017.0,,2663.0,,2663.0
1383,Roosevelt Stormwater Ponds,NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Hybrid,Planned,2017.0,2020.0,0.0,2020.0,,523.3,,523.3
1384,Eagle Lake Stormwater Ponds,NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Hybrid,Discontinued,2017.0,2020.0,2017.0,0.0,,,,0.0
1385,Starkey Wetland Enhancement M10,NULL,Pinellas County,,0.0,0.0,Boca Ciega Bay,Hybrid,Discontinued,2017.0,2020.0,2017.0,2020.0,,,,0.0
1386,Starkey Stormwater Pond Improvement WL94,NULL,Pinellas County,,0.0,0.0,Boca Ciega Bay,Hybrid,Discontinued,2017.0,2020.0,2017.0,2020.0,,,,0.0
1387,Long Branch Stormwater Pond Improvement BMP 6,NULL,Pinellas County,,0.0,0.0,Boca Ciega Bay,Hybrid,Not Initiated,2016.0,2020.0,0.0,2020.0,,1000.0,,1000.0
1390,Pinellas Co Fertilizer Ordinance,NULL,Pinellas County,,0.0,0.0,All Segments,Hybrid,Completed,2010.0,2021.0,0.0,2010.0,,,,0.0
1391,Pinellas Co. Pet Waste Ordinance,NULL,Pinellas County,,0.0,0.0,All Segments,Hybrid,Completed,2007.0,2021.0,0.0,2021.0,,,,0.0
1392,Pinellas Co. Landscape Ordinance,NULL,Pinellas County,,0.0,0.0,All Segments,Hybrid,Completed,2010.0,2021.0,0.0,2021.0,,,,0.0
1393,Pinellas Co. Adopt-A-Pond Program,NULL,Pinellas County,,0.0,0.0,All Segments,Hybrid,Ongoing,0.0,2021.0,0.0,2021.0,,,,0.0
1394,Tampa Bay Water Atlas,NULL,Pinellas County,,0.0,0.0,All Segments,Hybrid,Completed,0.0,2021.0,0.0,2021.0,,,,0.0
1397,St. Joes Creek Stormwater Pond Improvement WQ,NULL,Pinellas County,,0.0,0.0,Boca Ciega Bay,Hybrid,Planned,2017.0,2020.0,0.0,2020.0,,1339.0,,1339.0
1398,Lake Seminole Sediment Removal,"Pinellas County is implementing a programmed Capital Improvement Project (CIP) to remove approximately 900,000 cubic yards of accumulated organic sediment causing water quality and habitat degradation. The removal of the organic sediments, based on pre-construction sediment sampling, is expected to eliminate 54 tons of total phosphorus and 311 tons of total nitrogen from the lake and reduce nitrogen loads by an estimated 56% to Long Bayou and Boca Ciega Bay. (no change needed on load reduction numbers)
",Pinellas County,   >10M,27.85015,-82.78048,Boca Ciega Bay,Hybrid,Ongoing,2012.0,2021.0,0.0,2021.0,,832000.0,,832000.0
1399,"Long Branch Stormwater Improvements, W22-04, -05, -08",NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Hybrid,Planned,2021.0,2030.0,0.0,2030.0,,,,0.0
1400,"Alligator Creek Stormwater Improvements, W14-03",NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Hybrid,Not Initiated,2021.0,2030.0,0.0,2030.0,,,,0.0
1401,"Roosevelt Stormwater Ponds, W23-01,-10, -03",NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Hybrid,Not Initiated,2021.0,2030.0,0.0,2030.0,,,,0.0
1402,Tampa Bay Water Stormwater Systems,"Tampa Bay Water operates a large interconnected system including groundwater, river withdrawals, a reservoir 
and seawater desalination to provide drinking water for more than 2 million people in the Tampa Bay region. 
Tampa Bay Water operates and maintains 18 stormwater systems for different types of facilities that are part of 
the regional drinking water system.  These stormwater systems or structural best management practices (BMP), 
are designed for flood control and water quality improvement, and include stormwater ponds (wet and dry), 
grassed swales or ditches, infiltration basins, and inlet/outfall structures associated with each system.

Periodic inspections are performed for all systems, and maintenance is performed to maintain design functions 
and BMP goals. Typical maintenance activities include as-needed mowing and aquatic vegetation management, 
structure inspection and clean-out, and removal of litter, debris and accumulated sediments. Tampa Bay Water 
has developed a GIS database for stormwater systems to facilitate tracking and perform maintenance activities 
more effectively. Appropriate maintenance of stormwater systems maintains and may increase nutrient loading 
reductions, and is important for water quality within basins and tributaries that discharge to Tampa Bay. Total 
nitrogen load reductions associated with enhanced maintenance activities have not been established at this 
time, but may be developed for future project updates.",Tampa Bay Water,,28.024735,-82.315026,Hillsborough Bay,Hybrid,Ongoing,2015.0,0.0,0.0,0.0,,,,0.0
1403,Street Sweeping - Long Branch & Allens Creek,"Average nitrogen removed via street sweeping is below.  

Year	Est Amount In TB Basins (84.2%)	
2015 2148.78	
2014	2308.76	
2013	2328.13	
2012	1669.69",City of Largo,,27.914805,-82.774132,Old Tampa Bay,Hybrid,Completed,2009.0,2021.0,0.0,2016.0,,482.6,,482.6
